transactionid,saledate,customerid,productid,storeid,campaignid,saleamount,commissionpercent,orderchannel
1689,2025-05-04,1033,2002,404,2,1385.6,7.2,Online
1691,2025-05-04,1113,2076,403,1,0.0,2.0,Phone
1692,2025-05-04,1181,2038,401,0,2779.53,11.6,Mobile
1693,2025-05-04,1056,2016,402,1,872.15,8.4,Catalog
1694,2025-05-04,1078,2016,402,1,872.15,8.8,Online
1696,2025-05-04,1004,2099,404,3,0.0,2.0,Phone
1697,2025-05-04,1010,2025,401,0,559.24,7.5,Mobile
1698,2025-05-04,1168,2065,401,3,1411.02,7.6,Catalog
1699,2025-05-04,1030,2032,401,0,945.6,7.1,Online
1701,2025-05-04,1005,2015,402,1,0.0,2.0,Phone
1702,2025-05-04,1047,2085,403,0,242.15,2.3,Mobile
1703,2025-05-04,1023,2018,403,2,0.0,2.0,Catalog
1704,2025-05-04,1090,2020,402,0,751.66,5.1,Online
1706,2025-05-04,1183,2024,403,1,335.53,4.4,Phone
1707,2025-05-04,1193,2068,401,0,820.24,9.0,Mobile
1708,2025-05-04,1054,2064,404,2,235.23,3.5,Catalog
1711,2025-05-04,1097,2054,402,1,810.46,5.8,Phone
1712,2025-05-04,1104,2014,403,0,246.3,3.6,Mobile
1713,2025-05-04,1119,2014,402,3,1231.5,8.9,Catalog
1714,2025-05-04,1195,2046,403,0,100.29,3.4,Online
1716,2025-05-04,1098,2036,404,2,0.0,2.0,Phone
1717,2025-05-04,1175,2056,402,3,2098.88,10.7,Mobile
1718,2025-05-04,1074,2054,402,0,2701.53,14.4,Catalog
1719,2025-05-04,1121,2086,403,1,3218.76,15.0,Online
1721,2025-05-04,1101,2056,401,0,524.72,5.9,Phone
1722,2025-05-04,1036,2050,404,0,747.12,8.8,Mobile
1723,2025-05-04,1189,2021,401,2,1336.66,5.2,Catalog
1724,2025-05-04,1050,2043,402,3,873.45,7.4,Online
1726,2025-05-04,1071,2097,403,3,2526.3,10.2,Phone
1727,2025-05-04,1091,2060,404,3,1225.14,6.8,Mobile
1728,2025-05-04,1130,2035,402,3,899.99,5.8,Catalog
1729,2025-05-04,1027,2015,403,3,0.0,2.0,Online
1731,2025-05-04,1025,2094,401,0,1973.4,10.6,Phone
1733,2025-05-04,1097,2077,403,1,2022.59,10.2,Catalog
1734,2025-05-04,1077,2079,401,0,1901.08,12.1,Online
1736,2025-05-04,1051,2037,404,3,1800.7,11.8,Phone
1737,2025-05-04,1129,2033,403,0,1672.5,11.4,Mobile
1738,2025-05-04,1195,2004,404,0,2781.75,12.0,Catalog
1739,2025-05-04,1098,2057,403,3,1310.94,6.9,Online
1741,2025-05-04,1045,2071,403,1,0.0,2.0,Phone
1742,2025-05-04,1125,2055,402,2,86.3,3.5,Mobile
1743,2025-05-04,1183,2049,404,0,1879.68,13.5,Catalog
1744,2025-05-04,1145,2086,404,3,2682.3,12.0,Online
1746,2025-05-04,1100,2033,404,3,2508.75,10.9,Phone
1747,2025-05-04,1157,2086,403,2,1430.56,8.4,Mobile
1748,2025-05-04,1082,2007,401,0,1750.17,13.1,Catalog
1749,2025-05-04,1032,2046,403,0,167.15,4.2,Online
1751,2025-05-04,1024,2054,403,2,0.0,2.0,Phone
1752,2025-05-04,1105,2044,401,1,373.64,2.2,Mobile
1753,2025-05-04,1063,2030,403,0,509.91,8.6,Catalog
1754,2025-05-04,1176,2008,403,0,133.18,2.9,Online
1756,2025-05-04,1009,2058,404,3,2000.25,12.8,Phone
1757,2025-05-04,1068,2002,404,0,0.0,2.0,Mobile
1758,2025-05-04,1081,2048,404,2,572.21,9.0,Catalog
1759,2025-05-04,1146,2012,404,0,623.19,6.4,Online
1761,2025-05-04,1127,2064,403,1,529.27,7.9,Phone
1763,2025-05-04,1051,2063,401,1,0.0,2.0,Catalog
1764,2025-05-04,1073,2033,401,2,1338.0,6.6,Online
1766,2025-05-04,1183,2074,401,2,0.0,2.0,Phone
1767,2025-05-04,1069,2008,404,3,66.59,3.1,Mobile
1768,2025-05-04,1053,2044,401,2,332.13,2.6,Catalog
1769,2025-05-04,1129,2038,404,2,0.0,2.0,Online
1771,2025-05-04,1159,2065,404,1,1693.22,14.4,Phone
1772,2025-05-04,1004,2080,402,3,3329.04,10.3,Mobile
1773,2025-05-04,1054,2084,404,2,901.92,6.0,Catalog
1774,2025-05-04,1163,2068,404,0,1640.48,14.4,Online
1776,2025-05-04,1037,2030,402,2,271.95,2.9,Phone
1777,2025-05-04,1111,2052,403,0,731.26,5.5,Mobile
1778,2025-05-04,1162,2026,404,2,169.25,4.3,Catalog
1779,2025-05-04,1073,2082,402,2,213.28,2.2,Online
1781,2025-05-04,1061,2014,402,1,665.01,7.7,Phone
1782,2025-05-04,1007,2031,403,3,1695.9,12.2,Mobile
1783,2025-05-04,1124,2071,404,3,1845.48,15.0,Catalog
1784,2025-05-04,1165,2004,402,1,1669.05,14.5,Online
1786,2025-05-04,1071,2084,402,0,281.85,4.3,Phone
1787,2025-05-04,1184,2062,401,0,2477.44,13.0,Mobile
1788,2025-05-04,1021,2040,403,0,69.08,4.2,Catalog
1789,2025-05-04,1104,2046,401,3,167.15,4.6,Online
1791,2025-05-04,1146,2094,401,2,789.36,6.7,Phone
1792,2025-05-04,1127,2011,402,0,409.74,3.4,Mobile
1793,2025-05-04,1197,2040,403,3,138.16,4.5,Catalog
1794,2025-05-04,1191,2095,402,3,1963.16,14.9,Online
1796,2025-05-04,1054,2035,404,3,899.99,8.1,Phone
1798,2025-05-04,1136,2047,401,2,267.98,3.1,Catalog
1799,2025-05-04,1139,2054,404,1,3241.84,14.6,Online
1801,2025-05-04,1183,2047,403,0,1004.94,8.5,Phone
1802,2025-05-04,1165,2077,401,0,1685.49,14.9,Mobile
1803,2025-05-04,1176,2085,402,2,581.16,6.4,Catalog
1804,2025-05-04,1141,2049,403,2,1503.74,12.5,Online
1806,2025-05-04,1099,2001,404,2,0.0,2.0,Phone
1807,2025-05-04,1077,2011,402,2,655.58,5.5,Mobile
1808,2025-05-04,1053,2020,404,2,601.33,7.1,Catalog
1809,2025-05-04,1196,2082,404,0,533.2,6.9,Online
1811,2025-05-04,1188,2052,403,3,2925.04,10.3,Phone
1812,2025-05-04,1025,2020,403,0,375.83,3.2,Mobile
1813,2025-05-04,1090,2053,403,3,1830.45,14.0,Catalog
1814,2025-05-04,1177,2003,401,1,346.66,4.9,Online
1816,2025-05-04,1102,2025,403,2,0.0,2.0,Phone
1817,2025-05-04,1147,2010,401,1,70.06,3.5,Mobile
1818,2025-05-04,1063,2066,402,3,516.06,8.5,Catalog
1819,2025-05-04,1081,2057,404,1,786.56,7.8,Online
1821,2025-05-04,1050,2010,404,2,62.27,2.9,Phone
1822,2025-05-04,1046,2050,404,1,336.2,2.6,Mobile
1824,2025-05-04,1118,2025,403,1,0.0,2.0,Online
1826,2025-05-04,1038,2011,403,1,1475.06,5.1,Phone
1827,2025-05-04,1145,2015,401,3,2024.91,14.9,Mobile
1828,2025-05-04,1197,2058,404,0,666.75,7.8,Catalog
1829,2025-05-04,1057,2091,402,1,815.21,8.6,Online
1831,2025-05-04,1097,2016,404,1,290.72,4.1,Phone
1832,2025-05-04,1153,2027,403,1,698.25,8.3,Mobile
1833,2025-05-04,1107,2023,404,1,2536.76,13.7,Catalog
1834,2025-05-04,1007,2037,403,1,648.25,6.8,Online
1836,2025-05-04,1149,2087,404,0,637.28,8.0,Phone
1837,2025-05-04,1002,2060,402,2,326.7,3.9,Mobile
1838,2025-05-04,1177,2050,402,3,186.78,2.7,Catalog
1839,2025-05-04,1181,2054,403,0,1801.02,10.3,Online
1841,2025-05-04,1085,2030,404,2,407.93,4.0,Phone
1842,2025-05-04,1155,2085,401,0,726.45,8.2,Mobile
1843,2025-05-04,1064,2064,404,2,940.93,6.4,Catalog
1844,2025-05-04,1101,2085,403,1,217.94,4.3,Online
1846,2025-05-04,1043,2064,404,2,235.23,4.0,Phone
1847,2025-05-04,1119,2016,401,2,258.42,2.4,Mobile
1848,2025-05-04,1181,2067,404,1,523.71,6.8,Catalog
1849,2025-05-04,1066,2014,403,0,0.0,2.0,Online
1851,2025-05-04,1110,2036,403,2,348.77,2.6,Phone
1852,2025-05-04,1132,2040,404,1,124.34,4.9,Mobile
1853,2025-05-04,1080,2094,404,1,0.0,2.0,Catalog
1854,2025-05-04,1142,2084,404,0,0.0,2.0,Online
1856,2025-05-04,1046,2004,404,2,741.8,5.1,Phone
1857,2025-05-04,1041,2090,404,3,358.2,3.4,Mobile
1858,2025-05-04,1029,2063,401,3,1657.38,12.8,Catalog
1859,2025-05-04,1091,2090,404,3,214.92,2.2,Online
1861,2025-05-04,1089,2011,402,2,1638.96,13.7,Phone
1862,2025-05-04,1046,2021,403,1,2255.61,10.2,Mobile
1864,2025-05-04,1019,2031,404,0,1695.9,10.3,Online
1866,2025-05-04,1100,2047,401,2,803.95,5.5,Phone
1867,2025-05-04,1039,2003,401,3,1155.54,7.0,Mobile
1868,2025-05-04,1181,2084,404,3,1127.4,8.7,Catalog
1869,2025-05-04,1160,2034,401,2,326.81,3.0,Online
1871,2025-05-04,1187,2093,402,1,680.35,5.1,Phone
1872,2025-05-04,1012,2082,403,2,853.12,6.8,Mobile
1873,2025-05-04,1014,2095,401,3,0.0,2.0,Catalog
1874,2025-05-04,1023,2051,403,1,211.18,3.7,Online
1876,2025-05-04,1005,2026,402,3,211.56,4.4,Phone
1877,2025-05-04,1199,2051,403,1,0.0,2.0,Mobile
1879,2025-05-04,1188,2039,402,2,1562.3,14.5,Online
1881,2025-05-04,1125,2057,404,3,1310.94,7.9,Phone
1882,2025-05-04,1068,2072,404,0,420.3,2.1,Mobile
1883,2025-05-04,1193,2054,403,1,0.0,2.0,Catalog
1884,2025-05-04,1111,2080,404,0,1664.52,12.0,Online
1886,2025-05-04,1173,2028,402,3,2551.76,14.3,Phone
1887,2025-05-04,1134,2080,401,2,1331.62,6.1,Mobile
1888,2025-05-04,1119,2055,401,3,269.7,2.2,Catalog
1889,2025-05-04,1076,2019,402,2,747.14,7.7,Online
1891,2025-05-04,1145,2006,401,0,0.0,2.0,Phone
1893,2025-05-04,1024,2059,403,2,0.0,2.0,Catalog
1894,2025-05-04,1065,2074,401,0,3297.5,12.2,Online
1896,2025-05-04,1046,2050,401,0,560.34,5.3,Phone
1897,2025-05-04,1106,2090,403,2,114.62,4.2,Mobile
1898,2025-05-04,1150,2092,404,3,482.21,3.0,Catalog
1899,2025-05-04,1159,2033,403,1,752.62,7.0,Online
1901,2025-05-04,1172,2013,404,0,1870.72,10.2,Phone
1902,2025-05-04,1001,2050,401,0,560.34,7.9,Mobile
1903,2025-05-04,1043,2083,404,3,2304.48,13.6,Catalog
1904,2025-05-04,1177,2051,404,2,281.57,2.6,Online
1906,2025-05-04,1077,2011,402,1,368.77,4.3,Phone
1907,2025-05-04,1003,2024,401,0,248.54,3.9,Mobile
1908,2025-05-04,1178,2024,401,1,223.69,4.3,Catalog
1909,2025-05-04,1123,2083,402,1,1382.69,5.4,Online
1911,2025-05-04,1077,2098,404,1,817.07,7.5,Phone
1912,2025-05-04,1121,2054,401,0,0.0,2.0,Mobile
1913,2025-05-04,1042,2019,404,3,933.93,7.7,Catalog
1914,2025-05-04,1120,2002,404,1,1558.8,11.3,Online
1916,2025-05-04,1085,2001,401,3,412.35,2.6,Phone
1917,2025-05-04,1106,2063,403,0,0.0,2.0,Mobile
1918,2025-05-04,1124,2051,404,3,351.96,2.4,Catalog
1919,2025-05-04,1059,2091,401,0,1811.58,13.6,Online
1921,2025-05-04,1068,2082,404,3,0.0,2.0,Phone
1922,2025-05-04,1029,2063,403,3,3314.76,12.6,Mobile
1923,2025-05-04,1178,2055,401,1,242.73,3.7,Catalog
1924,2025-05-04,1073,2092,402,3,482.21,4.8,Online
1926,2025-05-04,1150,2087,403,3,477.96,2.0,Phone
1927,2025-05-04,1033,2037,404,3,1440.56,8.7,Mobile
1928,2025-05-04,1172,2083,403,3,2304.48,12.5,Catalog
1929,2025-05-04,1041,2079,402,2,2281.3,12.1,Online
1931,2025-05-04,1033,2022,402,1,1208.12,8.7,Phone
1932,2025-05-04,1155,2062,401,3,1858.08,14.3,Mobile
1933,2025-05-04,1126,2038,402,1,1667.72,10.6,Catalog
1934,2025-05-04,1142,2006,401,2,0.0,2.0,Online
1936,2025-05-04,1128,2004,401,2,2967.2,12.4,Phone
1937,2025-05-04,1110,2014,402,0,246.3,4.1,Mobile
1938,2025-05-04,1143,2028,404,2,1531.06,11.4,Catalog
1939,2025-05-04,1087,2045,401,2,0.0,2.0,Online
1941,2025-05-04,1112,2058,401,0,0.0,2.0,Phone
1942,2025-05-04,1005,2078,401,0,426.03,3.3,Mobile
1943,2025-05-04,1129,2013,402,0,1870.72,13.6,Catalog
1944,2025-05-04,1052,2046,402,2,26.74,2.1,Online
1946,2025-05-04,1039,2082,403,2,0.0,2.0,Phone
1947,2025-05-04,1035,2015,402,3,3374.85,11.6,Mobile
1948,2025-05-04,1106,2098,401,1,1634.15,11.0,Catalog
1949,2025-05-04,1121,2043,403,1,1572.21,13.9,Online
1952,2025-05-04,1192,2096,404,1,1814.89,13.2,Mobile
1953,2025-05-04,1035,2054,404,3,0.0,2.0,Catalog
1954,2025-05-04,1117,2066,403,0,0.0,2.0,Online
1956,2025-05-04,1021,2043,403,3,2620.35,10.2,Phone
1957,2025-05-04,1197,2021,404,0,1670.82,14.3,Mobile
1958,2025-05-04,1100,2097,401,1,2273.67,12.1,Catalog
1959,2025-05-04,1147,2007,403,3,0.0,2.0,Online
1961,2025-05-04,1088,2001,403,1,1113.34,8.0,Phone
1962,2025-05-04,1179,2051,404,1,211.18,4.4,Mobile
1963,2025-05-04,1139,2079,404,2,2281.3,10.7,Catalog
1964,2025-05-04,1005,2083,404,1,691.34,8.6,Online
1966,2025-05-04,1099,2092,402,2,1157.3,6.5,Phone
1967,2025-05-04,1054,2011,403,2,327.79,4.8,Mobile
1968,2025-05-04,1193,2081,402,0,2238.66,10.9,Catalog
1969,2025-05-04,1007,2069,403,1,836.6,5.3,Online
1971,2025-05-04,1187,2007,403,2,466.71,3.0,Phone
1972,2025-05-04,1160,2064,403,0,1176.16,8.7,Mobile
1973,2025-05-04,1012,2096,401,3,672.18,9.0,Catalog
1974,2025-05-04,1076,2073,401,3,499.43,2.6,Online
1976,2025-05-04,1076,2036,402,3,217.98,4.7,Phone
1977,2025-05-04,1133,2094,402,0,1973.4,12.3,Mobile
1978,2025-05-04,1083,2066,402,2,1238.54,6.7,Catalog
1979,2025-05-04,1116,2012,402,3,0.0,2.0,Online
1981,2025-05-04,1108,2016,404,1,872.15,6.1,Phone
1982,2025-05-04,1114,2009,403,3,198.93,3.9,Mobile
1983,2025-05-04,1150,2071,404,2,492.13,4.0,Catalog
1984,2025-05-04,1149,2063,404,3,2762.3,13.3,Online
1986,2025-05-04,1036,2064,402,3,294.04,4.6,Phone
1987,2025-05-04,1182,2058,402,0,0.0,2.0,Mobile
1988,2025-05-04,1177,2027,404,3,1034.44,7.8,Catalog
1989,2025-05-04,1008,2095,402,2,0.0,2.0,Online
1991,2025-05-04,1030,2047,403,0,334.98,4.6,Phone
1992,2025-05-04,1133,2019,401,2,747.14,6.5,Mobile
1993,2025-05-04,1078,2047,403,2,535.97,7.1,Catalog
1994,2025-05-04,1124,2003,402,1,1386.65,7.3,Online
1996,2025-05-04,1078,2036,402,1,588.55,6.7,Phone
1997,2025-05-04,1189,2062,401,0,2477.44,11.2,Mobile
1998,2025-05-04,1140,2044,401,0,207.58,2.7,Catalog
1999,2025-05-04,1106,2061,403,3,599.76,5.5,Online
